Office_Code,Office_Name,Location,Manager,Total_Revenue
4595,Sucursal 4595,Zamora,Ángela Agullo,16796.91
4596,Sucursal 4596,Murcia,Salvador Montaña,33243.94
4597,Sucursal 4597,Guipúzcoa,Mateo Robles,26711.31
4598,Sucursal 4598,Cáceres,Nico Cabrero,27374.82
4599,Sucursal 4599,Soria,Carlos Rius,7469.33
4600,Sucursal 4600,Palencia,Dionisio Torrens,12542.66
4601,Sucursal 4601,Burgos,Ceferino Verdugo,16206.64
4603,Sucursal 4603,Burgos,Ciríaco Gabaldón,25655.59
4604,Sucursal 4604,Valladolid,Amaya Ochoa,17799.36
4605,Sucursal 4605,Segovia,Dafne Sales,8994.11
4606,Sucursal 4606,Lleida,Pascual Cuéllar,13364.44
4607,Sucursal 4607,Baleares,Graciana Crespo,26868.93
4608,Sucursal 4608,Las Palmas,Dorita Rueda,4976.56
4609,Sucursal 4609,La Rioja,Octavio Valentín,20738.61
4610,Sucursal 4610,León,Pedro Español,28309.969999999998
4611,Sucursal 4611,Baleares,Jacobo Vicente,34201.82
4612,Sucursal 4612,Albacete,Maximiano Menéndez,14167.27
4613,Sucursal 4613,Murcia,Gustavo Bru,13733.3
4614,Sucursal 4614,Valladolid,René Sanabria,12390.94
4615,Sucursal 4615,Lleida,Mayte Blanch,4229.0
4616,Sucursal 4616,Santa Cruz de Tenerife,Ángeles Catalán,18124.31
4617,Sucursal 4617,Lleida,Cebrián Campos,24459.67
4618,Sucursal 4618,Lleida,Ismael Caparrós,5886.52
4619,Sucursal 4619,Asturias,Dalila Gallo,13070.66
4620,Sucursal 4620,Huesca,Feliciana Acevedo,21730.7
4621,Sucursal 4621,Valencia,Socorro Campoy,35864.21
4622,Sucursal 4622,Huesca,Quique Peinado,7278.209999999999
4623,Sucursal 4623,Guipúzcoa,Silvia Moreno,17776.31
4624,Sucursal 4624,Castellón,Francisco Jose Maestre,13770.710000000001
4625,Sucursal 4625,Salamanca,Zacarías Peláez,4290.67
4626,Sucursal 4626,Palencia,Amando Barba,14910.17
4627,Sucursal 4627,Vizcaya,Ruperta Armengol,27387.4
4628,Sucursal 4628,Granada,Horacio Agustí,24330.85
4629,Sucursal 4629,Lugo,Leandro Herranz,4331.09
4630,Sucursal 4630,Guadalajara,Haydée Valero,24233.85
4631,Sucursal 4631,Melilla,Rolando Vizcaíno,10381.99
4632,Sucursal 4632,Soria,Jose Antonio Tormo,7153.23
4633,Sucursal 4633,Guadalajara,Amaro Vallejo,20621.53
4634,Sucursal 4634,Málaga,Roxana Grande,11116.06
4635,Sucursal 4635,Granada,Eloy Bayón,10367.8
4636,Sucursal 4636,Las Palmas,Encarna Bernat,20373.48
4637,Sucursal 4637,Asturias,Olegario Abellán,3532.94
4638,Sucursal 4638,Jaén,Efraín Rojas,32561.7
4639,Sucursal 4639,Soria,Isa Pol,10383.43
4640,Sucursal 4640,Ciudad,Natividad Moliner,25799.73
4641,Sucursal 4641,Ourense,Ariel Flor,3725.45
4642,Sucursal 4642,Cantabria,Fausto Tejero,8162.49
4643,Sucursal 4643,Huelva,Quique Mariscal,19991.03
4644,Sucursal 4644,Girona,Esther Gómez,17596.53
4645,Sucursal 4645,Cáceres,Baudelio Olivares,7732.88
4646,Sucursal 4646,Córdoba,Natalia Laguna,17946.78
4647,Sucursal 4647,Girona,María Manuela Sotelo,8739.23
4648,Sucursal 4648,Granada,Lino Chico,13753.64
4649,Sucursal 4649,La Coruña,Gertrudis Bárcena,16864.739999999998
4650,Sucursal 4650,Cádiz,Dalila Rubio,5847.6900000000005
4651,Sucursal 4651,Guipúzcoa,Delia Morata,16418.28
4652,Sucursal 4652,La Coruña,Herminio Palacios,10871.05
4653,Sucursal 4653,Baleares,Adriana Barral,10281.72
4654,Sucursal 4654,Salamanca,María Dolores Casares,23412.739999999998
4655,Sucursal 4655,Ciudad,Glauco Taboada,11082.43
4656,Sucursal 4656,Valladolid,Brígida Romero,28572.89
4657,Sucursal 4657,Ourense,Moisés Barba,24451.6
4658,Sucursal 4658,Huesca,Víctor Gordillo,18647.57
4660,Sucursal 4660,Ciudad,Josué Bermudez,11690.75
4661,Sucursal 4661,Álava,Tamara Velázquez,19121.9
4662,Sucursal 4662,Ciudad,Felisa Montalbán,9919.380000000001
4663,Sucursal 4663,Alicante,Javier Briones,8180.04
4664,Sucursal 4664,La Rioja,Reyes Valencia,26407.91
4665,Sucursal 4665,Las Palmas,Aarón Falcón,4235.07
4666,Sucursal 4666,Alicante,Javiera Miró,2557.77
4667,Sucursal 4667,Segovia,Alondra Cánovas,2336.2
4668,Sucursal 4668,Vizcaya,Guillermo Pedro,13082.24
4669,Sucursal 4669,Almería,Lorena Palomares,31352.399999999998
4670,Sucursal 4670,Badajoz,Amando Serna,27678.33
4671,Sucursal 4671,Guipúzcoa,Teófilo Garcia,19679.68
4672,Sucursal 4672,Santa Cruz de Tenerife,Olegario Palacio,13653.23
4673,Sucursal 4673,Almería,Florencia Torralba,9236.4
4674,Sucursal 4674,Guadalajara,Agustina Palmer,21313.12
4675,Sucursal 4675,Huelva,Jose Nuñez,7829.639999999999
4676,Sucursal 4676,Huesca,Gisela Boada,13279.94
4677,Sucursal 4677,Barcelona,Jonatan Acuña,10881.630000000001
4678,Sucursal 4678,Segovia,María Del Carmen Miró,19260.46
4679,Sucursal 4679,Santa Cruz de Tenerife,Maricruz Ríos,11336.81
4681,Sucursal 4681,Lugo,Sigfrido Mínguez,18455.43
4682,Sucursal 4682,Salamanca,Jimena Ariza,3407.77
4683,Sucursal 4683,Huelva,Fortunato Vizcaíno,8674.77
4684,Sucursal 4684,Murcia,Dolores Escribano,25371.09
4685,Sucursal 4685,Cáceres,Gerardo Reig,20723.49
4686,Sucursal 4686,Albacete,Lope Fuertes,10739.75
4687,Sucursal 4687,Segovia,María Prada,5063.27
4688,Sucursal 4688,Castellón,Charo Pont,5893.68
4689,Sucursal 4689,Cáceres,Alejandra Martín,4890.55
4690,Sucursal 4690,Huesca,Ángeles Sancho,25827.95
4691,Sucursal 4691,Lleida,José Mari Botella,18598.489999999998
4692,Sucursal 4692,Toledo,Faustino Báez,14247.7
4693,Sucursal 4693,Huelva,Juan Francisco González,18327.98
4694,Sucursal 4694,Murcia,Amarilis Clavero,11107.4
4695,Sucursal 4695,Cuenca,Régulo Torrijos,25719.449999999997
4696,Sucursal 4696,Salamanca,Leonor Casal,23440.239999999998
4697,Sucursal 4697,La Coruña,Esperanza Maestre,27306.98
4699,Sucursal 4699,Las Palmas,Maite Infante,20391.42
4700,Sucursal 4700,Murcia,Sonia Rocamora,11458.53
4701,Sucursal 4701,Pontevedra,María Carmen Lopez,17046.75
4702,Sucursal 4702,Guadalajara,Cintia Laguna,17017.4
4703,Sucursal 4703,Alicante,Herminio Tejada,31920.11
4704,Sucursal 4704,Vizcaya,Ruy Solé,13280.05
4705,Sucursal 4705,Salamanca,Saturnina Bueno,27622.93
4706,Sucursal 4706,Albacete,Gaspar González,8684.470000000001
4707,Sucursal 4707,Toledo,Encarnita Córdoba,20648.68
4708,Sucursal 4708,Lugo,Maxi Zaragoza,3708.33
4709,Sucursal 4709,Ciudad,Rómulo Llanos,12107.28
4710,Sucursal 4710,Granada,Lupe Roldan,9804.140000000001
4711,Sucursal 4711,Teruel,Jose Carlos Anglada,29599.61
4712,Sucursal 4712,Albacete,Sebastian Castrillo,21463.129999999997
4713,Sucursal 4713,Zamora,Domingo Flor,31954.670000000002
4714,Sucursal 4714,Pontevedra,Isidoro Elorza,17492.6
4715,Sucursal 4715,Ourense,Ruperto Márquez,15852.93
4716,Sucursal 4716,Cantabria,Pastor Jerez,9527.93
4717,Sucursal 4717,Cuenca,Geraldo Villar,30866.46
4718,Sucursal 4718,Cáceres,Mónica Ariza,944.14
4719,Sucursal 4719,Salamanca,Reyes Vendrell,2731.19
4720,Sucursal 4720,León,Delia Aznar,17987.13
4721,Sucursal 4721,Las Palmas,Victoriano Cañas,20116.29
4722,Sucursal 4722,Valencia,Isaura Murcia,30186.63
4723,Sucursal 4723,Toledo,Cándida Nogueira,5600.74
4724,Sucursal 4724,Palencia,Rosario Arévalo,4916.28
4725,Sucursal 4725,Huesca,Teófilo Montalbán,12319.55
4726,Sucursal 4726,Vizcaya,Tiburcio Mora,15096.39
4727,Sucursal 4727,Córdoba,Héctor Torrents,17618.32
4728,Sucursal 4728,La Rioja,Luis Ángel Marti,18684.309999999998
4729,Sucursal 4729,Tarragona,América Linares,8220.789999999999
4730,Sucursal 4730,Guipúzcoa,Loreto Falcón,17305.77
4731,Sucursal 4731,Ciudad,Constanza Sacristán,5500.35
4732,Sucursal 4732,Ceuta,Encarna Carpio,11234.779999999999
4733,Sucursal 4733,Cuenca,Alba Medina,4529.82
4734,Sucursal 4734,Málaga,Hernán Carbonell,13193.69
4735,Sucursal 4735,Huelva,Trinidad Zapata,22290.69
4736,Sucursal 4736,Huesca,Reina Reyes,11159.15
4737,Sucursal 4737,Valencia,Aura Santos,4299.98
4738,Sucursal 4738,Almería,Albino Téllez,1896.41
4739,Sucursal 4739,Ávila,Ernesto Oliva,7476.54
4740,Sucursal 4740,Lugo,Benigno Boada,14401.93
4741,Sucursal 4741,Melilla,Lupe Barberá,15972.82
4742,Sucursal 4742,Girona,Maxi Peña,18670.55
4743,Sucursal 4743,Teruel,Marisol Carrasco,7711.6
4744,Sucursal 4744,Albacete,Leandro Cueto,11935.060000000001
4745,Sucursal 4745,Tarragona,Saturnina Asenjo,20668.53
4746,Sucursal 4746,Jaén,Cruz Nuñez,1897.84
4747,Sucursal 4747,Almería,Jovita Baños,13398.88
4748,Sucursal 4748,Melilla,Otilia Morante,13808.29
4749,Sucursal 4749,Guipúzcoa,Chuy Gallo,4544.36
4750,Sucursal 4750,Málaga,Leticia Pedrero,21984.59
4751,Sucursal 4751,Guadalajara,Maricela Belmonte,25417.35
4752,Sucursal 4752,Ávila,Pastor Carbajo,21392.71
4753,Sucursal 4753,Girona,Rómulo Goñi,19163.72
4754,Sucursal 4754,Jaén,Régulo Borrell,16585.85
4755,Sucursal 4755,Huelva,Estrella Alcaraz,30844.53
4756,Sucursal 4756,Barcelona,Néstor Sevillano,21650.34
4757,Sucursal 4757,Segovia,Dorita Pina,15634.82
4758,Sucursal 4758,Barcelona,Che Benavente,13208.43
4759,Sucursal 4759,Girona,Ricardo Bayo,15517.01
4760,Sucursal 4760,Lugo,Amarilis Hurtado,19964.03
4761,Sucursal 4761,Valladolid,Alberto Múñiz,11280.82
4762,Sucursal 4762,Málaga,Geraldo Company,17001.59
4763,Sucursal 4763,Cáceres,Toni Nevado,31211.23
4764,Sucursal 4764,Almería,César Palomares,5257.36
4765,Sucursal 4765,Córdoba,Lucio Fabra,3955.16
4766,Sucursal 4766,Girona,Itziar Gallo,16893.58
4767,Sucursal 4767,Málaga,Guadalupe Gámez,17549.6
4768,Sucursal 4768,Castellón,Flora Duque,18241.02
4769,Sucursal 4769,Baleares,Leonel Bueno,14168.150000000001
4770,Sucursal 4770,Álava,Amanda Canals,6771.17
4771,Sucursal 4771,Cáceres,Cebrián Cadenas,6868.25
4772,Sucursal 4772,Lleida,Constanza Carballo,26653.34
4773,Sucursal 4773,Zamora,Ligia Araujo,4915.29
4774,Sucursal 4774,Murcia,Ana Rojas,3654.59
4775,Sucursal 4775,Segovia,Luís Campos,17491.800000000003
4776,Sucursal 4776,Cáceres,Evita Heras,4980.89
4777,Sucursal 4777,Asturias,Víctor Muñoz,19352.42
4778,Sucursal 4778,Las Palmas,María Carmen Fabregat,10947.1
4779,Sucursal 4779,Granada,Andrea Pombo,20657.83
4780,Sucursal 4780,Castellón,Yago Torralba,8566.86
4781,Sucursal 4781,Teruel,Carmina Robles,31797.01
4782,Sucursal 4782,Vizcaya,Mirta Mulet,16653.47
4783,Sucursal 4783,Cantabria,Luz Ferrán,31754.84
4784,Sucursal 4784,Cuenca,Marisa Manzano,5556.73
4785,Sucursal 4785,Madrid,Leocadio Carballo,8293.25
4786,Sucursal 4786,Ourense,Adoración Vilanova,25975.43
4787,Sucursal 4787,Valladolid,Isidro Balaguer,27714.98
4788,Sucursal 4788,Valencia,Emigdio Esparza,24655.44
4789,Sucursal 4789,Barcelona,Fulgencio Llanos,12971.36
4790,Sucursal 4790,Córdoba,Tatiana Guillén,30763.86
4791,Sucursal 4791,Jaén,Rosalía Amigó,1364.76
4792,Sucursal 4792,Tarragona,Clara Villa,33141.35
4793,Sucursal 4793,Jaén,Zacarías Ribas,4347.3
4794,Sucursal 4794,Burgos,Julieta Jurado,19689.850000000002
4795,Sucursal 4795,La Coruña,Rosario Báez,17558.14
4796,Sucursal 4796,Soria,Malena Casal,5790.9800000000005
4797,Sucursal 4797,La Rioja,Sergio Villalonga,7199.09
4798,Sucursal 4798,Santa Cruz de Tenerife,Ariel Ugarte,12667.83
4799,Sucursal 4799,Santa Cruz de Tenerife,Manu Cervera,8871.01
4800,Sucursal 4800,Ávila,Bernabé Yuste,28541.24
4801,Sucursal 4801,Guipúzcoa,Duilio Arana,8762.67
4802,Sucursal 4802,Salamanca,Nando Bertrán,23949.75
4803,Sucursal 4803,Lugo,Merche Leon,10391.810000000001
4804,Sucursal 4804,Ourense,Ágata Carbonell,3609.02
4805,Sucursal 4805,Salamanca,Macarena Perea,10652.93
4806,Sucursal 4806,Castellón,Valero Briones,22859.510000000002
4807,Sucursal 4807,Teruel,Fernando Nicolás,30422.789999999997
4808,Sucursal 4808,La Rioja,Nicolasa Morillo,12084.189999999999
4809,Sucursal 4809,Jaén,Teodosio Galván,5352.21
4810,Sucursal 4810,Málaga,Maite Sedano,10034.369999999999
4811,Sucursal 4811,Murcia,Nidia Benavente,21740.07
4812,Sucursal 4812,Cuenca,Clementina Ródenas,11996.57
4813,Sucursal 4813,Baleares,Calixto Suarez,16935.56
4814,Sucursal 4814,Guadalajara,María Teresa Melero,1388.19
4815,Sucursal 4815,Granada,Iván Ribes,7405.97
4816,Sucursal 4816,Álava,Ariel Tovar,14547.68
4817,Sucursal 4817,Valladolid,Aitana Lucas,12224.89
4818,Sucursal 4818,Guipúzcoa,Ernesto Cerro,5237.62
4819,Sucursal 4819,Alicante,Lupe Valle,6681.55
4820,Sucursal 4820,Cáceres,María Cuervo,32947.66
4821,Sucursal 4821,Sevilla,Nazaret Revilla,17120.4
4822,Sucursal 4822,Asturias,Paca Figueras,15047.96
4824,Sucursal 4824,Navarra,Joel Girón,20092.55
4826,Sucursal 4826,Huesca,Hipólito Armengol,7175.8
4827,Sucursal 4827,Salamanca,Cándido Frutos,2051.58
4828,Sucursal 4828,Ávila,Sigfrido Melero,18678.01
4829,Sucursal 4829,Huesca,Ruth Matas,26663.739999999998
4830,Sucursal 4830,Jaén,Yago Varela,19299.08
4831,Sucursal 4831,Palencia,Teodoro Heredia,35077.28
4832,Sucursal 4832,Asturias,Osvaldo Manzano,24088.93
4833,Sucursal 4833,Málaga,Augusto Bello,4965.11
4834,Sucursal 4834,Vizcaya,Gastón Mendoza,10505.18
4835,Sucursal 4835,Valencia,Tomás Colom,12569.74
4836,Sucursal 4836,Palencia,Carmela Vicens,29379.85
4837,Sucursal 4837,Ceuta,Priscila Goñi,8337.779999999999
4838,Sucursal 4838,Valencia,Eliseo Zabala,5030.42
4839,Sucursal 4839,Segovia,Jimena Quintanilla,4441.44
4840,Sucursal 4840,Ávila,Quirino Cerdán,23858.04
4841,Sucursal 4841,Madrid,Carlota Toledo,20181.84
4842,Sucursal 4842,Cádiz,Ale Zaragoza,26931.56
4843,Sucursal 4843,Zaragoza,Delia Carrillo,19066.36
4844,Sucursal 4844,Ourense,Patricia Acosta,18888.15
4845,Sucursal 4845,Valencia,Wilfredo Guzmán,20991.48
4846,Sucursal 4846,Melilla,Concha Cuenca,7388.09
4847,Sucursal 4847,La Coruña,Martín Valls,8820.59
4848,Sucursal 4848,Vizcaya,Raquel Amigó,36889.65
4849,Sucursal 4849,Sevilla,Hermenegildo Robles,19431.17
4850,Sucursal 4850,La Rioja,Tiburcio Batalla,11530.69
4851,Sucursal 4851,Barcelona,Nadia Sastre,26531.850000000002
4852,Sucursal 4852,La Rioja,Melania Ramírez,20879.85
4853,Sucursal 4853,Pontevedra,Adora Prat,15056.36
4855,Sucursal 4855,Asturias,Gala Ayuso,5785.72
4856,Sucursal 4856,Ciudad,Ximena Iniesta,35452.85
4857,Sucursal 4857,Las Palmas,Martin Blanes,20539.120000000003
4858,Sucursal 4858,Burgos,Ángel Hidalgo,12203.98
4859,Sucursal 4859,Baleares,Josefa Oliva,9629.470000000001
4860,Sucursal 4860,Jaén,Leocadia Bárcena,23435.59
4861,Sucursal 4861,Girona,Pedro Amo,18985.86
4862,Sucursal 4862,Álava,Dorotea Tapia,15674.19
4863,Sucursal 4863,Cantabria,Luis Sevillano,15660.97
4864,Sucursal 4864,Castellón,Leonor Sanmiguel,4467.47
4865,Sucursal 4865,Palencia,Eric Contreras,7330.21
4866,Sucursal 4866,Sevilla,Juan Bautista Rivas,14464.5
4867,Sucursal 4867,Soria,Moisés Baró,30581.120000000003
4868,Sucursal 4868,Tarragona,Félix Molina,5336.4
4869,Sucursal 4869,Tarragona,Nicolasa Luís,14123.460000000001
4870,Sucursal 4870,Zaragoza,Maximiano Cerdá,8415.81
4871,Sucursal 4871,Almería,Emelina Andres,31189.06
4872,Sucursal 4872,Alicante,Flora Segura,10271.42
4873,Sucursal 4873,Valencia,Maricruz Barreda,28814.15
4874,Sucursal 4874,Castellón,José Miralles,4474.08
4875,Sucursal 4875,Cuenca,Pía Vaquero,16031.64
4876,Sucursal 4876,Cantabria,Quirino Alvarado,6475.51
4877,Sucursal 4877,Valladolid,Obdulia Iñiguez,1830.17
4878,Sucursal 4878,Málaga,Odalys Sola,35906.25
4879,Sucursal 4879,Segovia,Malena Ballesteros,20183.04
4880,Sucursal 4880,Segovia,Juan Pablo Baró,12167.0
4881,Sucursal 4881,Ceuta,Palmira Carretero,21129.83
4882,Sucursal 4882,Álava,Aránzazu Requena,23630.77
4883,Sucursal 4883,Lleida,Amanda Torrens,14240.330000000002
4884,Sucursal 4884,Ciudad,Eva María Pareja,21086.28
4885,Sucursal 4885,Alicante,Pablo Fonseca,19398.66
4886,Sucursal 4886,Cáceres,Maite Agullo,18502.32
4887,Sucursal 4887,Cáceres,Ascensión Collado,13116.14
4888,Sucursal 4888,Lugo,Eligia Huguet,19569.84
4889,Sucursal 4889,Ceuta,Ignacia Rodriguez,6330.570000000001
4890,Sucursal 4890,Guadalajara,Óscar Pla,6248.36
4891,Sucursal 4891,La Rioja,Gema Álvarez,5146.29
4892,Sucursal 4892,La Rioja,Teobaldo Vara,3836.23
4894,Sucursal 4894,Baleares,Severiano Egea,36426.08
4895,Sucursal 4895,Lleida,Cornelio Múgica,10481.67
4896,Sucursal 4896,Girona,Dionisio Guijarro,11220.82
4897,Sucursal 4897,Ceuta,Jose Arjona,10418.44
4898,Sucursal 4898,Murcia,María Manuela Rozas,13772.91
4899,Sucursal 4899,Ceuta,Feliciano Borrell,15589.43
4901,Sucursal 4901,Palencia,Obdulia Segovia,26492.02
4902,Sucursal 4902,Guipúzcoa,Dulce Valls,11511.82
4903,Sucursal 4903,Huesca,Efraín Mosquera,5669.139999999999
4904,Sucursal 4904,Salamanca,Emiliana Colom,19092.74
4905,Sucursal 4905,Toledo,Anita Muñoz,10595.83
4906,Sucursal 4906,Lleida,Melisa Cánovas,4915.3099999999995
4907,Sucursal 4907,Álava,Nacio Fabra,15791.349999999999
4908,Sucursal 4908,Segovia,Loida Prats,6064.03
4909,Sucursal 4909,Castellón,Alma Céspedes,18596.97
4910,Sucursal 4910,Granada,Cruz Taboada,8116.99
4911,Sucursal 4911,Burgos,Vilma Lerma,24922.65
4912,Sucursal 4912,Ávila,Miguel Ángel Arrieta,16376.419999999998
4913,Sucursal 4913,Castellón,Prudencia Pons,13762.52
4914,Sucursal 4914,Almería,Lilia Vilanova,12603.8
4915,Sucursal 4915,Sevilla,Ani Parra,22709.53
4916,Sucursal 4916,Albacete,Luisa Córdoba,18410.31
4917,Sucursal 4917,Zamora,Agustina Sierra,16241.78
4918,Sucursal 4918,Barcelona,Severo Campillo,29667.09
4919,Sucursal 4919,Salamanca,Morena Pacheco,1382.45
4920,Sucursal 4920,Cáceres,Carmina Puerta,6846.57
4921,Sucursal 4921,Segovia,Loida Quirós,10584.630000000001
4922,Sucursal 4922,Albacete,Bernardino Barreda,11669.710000000001
4923,Sucursal 4923,Toledo,Paulina Luz,17360.92
4924,Sucursal 4924,Valladolid,Teodora Valderrama,20725.010000000002
4925,Sucursal 4925,Cuenca,Alonso Rodrigo,5450.38
4926,Sucursal 4926,La Rioja,Virgilio Mayoral,7542.93
4927,Sucursal 4927,Asturias,Julie Posada,26183.64
4928,Sucursal 4928,Guipúzcoa,Reyes Alcalde,9586.24
4929,Sucursal 4929,Girona,Chucho Galvez,15017.42
4930,Sucursal 4930,Cantabria,Montserrat Simó,22965.31
4931,Sucursal 4931,Palencia,Pascuala Campo,24848.08
4932,Sucursal 4932,Navarra,Carmela Jordán,15060.92
4933,Sucursal 4933,Toledo,Pepito Salvador,2475.32
4934,Sucursal 4934,Lleida,Consuela Cárdenas,11115.03
4935,Sucursal 4935,Badajoz,Flor Requena,15112.79
4936,Sucursal 4936,Huelva,Yago Palomar,4093.63
4938,Sucursal 4938,Albacete,Yéssica Barrio,16689.739999999998
4940,Sucursal 4940,Badajoz,José Rosales,25694.87
4941,Sucursal 4941,Asturias,Reina Escamilla,18577.71
4942,Sucursal 4942,Castellón,Merche Calatayud,10557.08
4943,Sucursal 4943,Ávila,Sigfrido Castells,26088.4
4944,Sucursal 4944,Guadalajara,Rosalva Baquero,13337.22
4945,Sucursal 4945,Melilla,Marisa Carbonell,23322.23
4946,Sucursal 4946,Navarra,Chuy Macias,16728.09
4947,Sucursal 4947,La Coruña,Araceli Mateos,20419.31
4948,Sucursal 4948,Palencia,Candelario Páez,13725.8
4949,Sucursal 4949,Valencia,Imelda Ayala,15816.189999999999
4950,Sucursal 4950,Cuenca,Matías Salmerón,6211.39
4951,Sucursal 4951,Albacete,Tania Pedrosa,9655.07
4952,Sucursal 4952,Córdoba,Nayara Martí,29345.47
4954,Sucursal 4954,Lugo,Paulina Heredia,15377.47
4955,Sucursal 4955,Zamora,Edu Donoso,10294.36
4956,Sucursal 4956,Almería,Paula Tello,18335.83
4957,Sucursal 4957,Álava,Valentín Torrent,21715.19
4958,Sucursal 4958,Ceuta,Ramiro Bermúdez,13930.08
4959,Sucursal 4959,Toledo,Nilo Fonseca,12115.56
4961,Sucursal 4961,Castellón,Goyo Alsina,11626.79
4962,Sucursal 4962,Ávila,Fulgencio Guillén,8510.41
4963,Sucursal 4963,Málaga,Chita Nebot,26517.7
4964,Sucursal 4964,Huelva,Amando Velázquez,32135.69
4965,Sucursal 4965,Melilla,Ligia Carpio,6407.530000000001
4966,Sucursal 4966,Vizcaya,Florencia Saez,4202.49
4967,Sucursal 4967,Cáceres,Raúl Álvarez,43427.07
4968,Sucursal 4968,Girona,Luis Cabanillas,23264.19
4969,Sucursal 4969,Huelva,Ezequiel Ortuño,20716.97
4970,Sucursal 4970,Cantabria,María Carmen Torrents,13958.25
4971,Sucursal 4971,Las Palmas,David Diaz,20960.11
4973,Sucursal 4973,Jaén,Josué Bravo,7340.24
4974,Sucursal 4974,Melilla,Teodoro Valdés,18191.24
4975,Sucursal 4975,Navarra,Noelia Rey,43622.87
4976,Sucursal 4976,Segovia,Alicia Aragonés,21636.16
4977,Sucursal 4977,Zaragoza,Marcio España,7827.38
4978,Sucursal 4978,Baleares,Victoriano Benavente,12287.74
4979,Sucursal 4979,Soria,María Verdugo,9218.710000000001
4980,Sucursal 4980,Tarragona,Daniela Roldan,21112.67
4981,Sucursal 4981,Palencia,Anselma Riquelme,20038.5
4982,Sucursal 4982,León,Ruth Zamora,15613.72
4983,Sucursal 4983,Granada,Maura Ayllón,18307.98
4984,Sucursal 4984,Burgos,Elba Salvador,22822.36
4985,Sucursal 4985,Badajoz,Nayara Casal,36087.1
4986,Sucursal 4986,Cádiz,Esther Somoza,20306.32
4987,Sucursal 4987,Zaragoza,Ascensión Cal,25408.87
4988,Sucursal 4988,Ávila,Yéssica Pinto,13816.32
4989,Sucursal 4989,Valencia,Griselda Mariscal,20217.7
4990,Sucursal 4990,Lleida,Estrella Sales,8336.279999999999
4991,Sucursal 4991,Vizcaya,Felipa Sanjuan,4019.31
4992,Sucursal 4992,Castellón,Teresa Cabanillas,4147.1
4993,Sucursal 4993,Tarragona,Xavier Arjona,16934.08
4994,Sucursal 4994,Cantabria,Salud Puerta,15061.75
4995,Sucursal 4995,Ciudad,Sancho Vila,8367.63
4996,Sucursal 4996,Pontevedra,Manolo Chamorro,37135.369999999995
4997,Sucursal 4997,Toledo,Bautista Soler,3939.88
4998,Sucursal 4998,Melilla,Lucas Varela,33756.72
4999,Sucursal 4999,Lugo,Fernanda Borrás,17371.559999999998
5000,Sucursal 5000,Guadalajara,María Fernanda Mínguez,12655.63
5001,Sucursal 5001,Zaragoza,León Nadal,15917.61
5002,Sucursal 5002,Burgos,Agapito Ramón,15842.51
5003,Sucursal 5003,Ávila,Primitiva Llano,16771.63
5005,Sucursal 5005,Lleida,René Vallés,9960.17
5006,Sucursal 5006,Zamora,Sandalio Zamora,13080.41
5007,Sucursal 5007,Valencia,Benigna Montes,7091.98
5008,Sucursal 5008,Zamora,Haroldo Samper,25594.55
5009,Sucursal 5009,Palencia,Pastor Casal,7345.56
5010,Sucursal 5010,Toledo,Griselda Sevilla,15568.76
5011,Sucursal 5011,Burgos,Ágata Escalona,22885.48
5012,Sucursal 5012,Guipúzcoa,Nieves Palomar,29334.34
5013,Sucursal 5013,Navarra,Victorino Martin,11670.89
5015,Sucursal 5015,Palencia,Fabio Bas,977.32
5016,Sucursal 5016,Zamora,Esmeralda Dominguez,20195.04
5017,Sucursal 5017,Huesca,Anabel Carbajo,9075.119999999999
5018,Sucursal 5018,Ceuta,Amor Toro,20892.58
5019,Sucursal 5019,Badajoz,Carlito Cuadrado,22551.27
5020,Sucursal 5020,Soria,Ale Torralba,23981.68
5021,Sucursal 5021,Castellón,Patricia Márquez,17634.58
5022,Sucursal 5022,Ourense,Encarnita Blanco,17052.739999999998
5023,Sucursal 5023,Melilla,Anita Estevez,8692.49
5024,Sucursal 5024,Girona,Ángela Noriega,34074.07
5025,Sucursal 5025,Granada,Bernarda Salinas,12002.08
5026,Sucursal 5026,Lleida,Isidro Ballesteros,16215.62
5027,Sucursal 5027,Sevilla,Pacífica Sanmartín,4376.15
5028,Sucursal 5028,Lleida,Adora Sotelo,22891.92
5029,Sucursal 5029,Valencia,Graciana Palau,30611.989999999998
5030,Sucursal 5030,Cádiz,Pastora Porras,7792.25
5031,Sucursal 5031,Ourense,Ester Terrón,14100.64
5032,Sucursal 5032,Jaén,Silvia Jaume,37436.98
5033,Sucursal 5033,Huelva,Alma Pareja,2244.06
5034,Sucursal 5034,Zamora,Ramón Santana,10718.89
5035,Sucursal 5035,Cádiz,Teófilo Corbacho,6367.21
5036,Sucursal 5036,Albacete,Eric Roldán,25692.11
5038,Sucursal 5038,La Rioja,María Jesús Camacho,10823.77
5039,Sucursal 5039,Navarra,Curro Vázquez,9514.18
5040,Sucursal 5040,Badajoz,Amado Echevarría,9018.51
5041,Sucursal 5041,Lugo,Alejo Cortina,1031.2
5042,Sucursal 5042,Melilla,Marisol Donaire,6026.08
5043,Sucursal 5043,Badajoz,Curro Goicoechea,24376.92
5044,Sucursal 5044,Murcia,Eulalia Abellán,9748.880000000001
5045,Sucursal 5045,Cuenca,Leocadio Ballester,7452.66
5046,Sucursal 5046,Teruel,Chuy Ramirez,18298.45
