Client_ID,Type_Client,Name,Surname,Date_Birth,Gender,Address,City,Province,Country,Phone,Email,Registration_Date,Customer_Segment,Customer_Lifetime_Value,Status
808,Individual,Álvaro,Cabañas Aragonés,1965-10-03,Mujer,"C. Isaura Gaya 16, Monzón",Monzón,Huesca,España,+34982 626 984,alvaro.cabanas@welfordbank.es,2021-03-20,Oro,13947.38,Activo
809,Individual,Cristóbal,Pinedo Arnau,1983-04-18,Mujer,"Alameda de Josefa Porta 206, Talavera de la Reina",Talavera de la Reina,Toledo,España,+34971 97 15 32,cristobal.pinedo@welfordbank.es,2023-03-12,Plata,15993.45,Activo
810,Individual,Reinaldo,Asenjo Duran,1964-11-24,Mujer,"Alameda Odalys Diéguez 250, Puente Genil",Puente Genil,Córdoba,España,+34943 09 55 85,reinaldo.asenjo@gmail.com,2022-04-28,Platino,19531.84,Activo
811,Individual,Florentino,Silva Romeu,1942-10-20,Hombre,"Pasaje Josefa Montserrat 271, Gandía",Gandía,Valencia,España,+34 884 23 00 29,florentino.silva@gmail.com,2025-01-17,Plata,16053.03,Inactivo
812,Empresa,Familia Gil S.A.,,1993-07-26,,"Calle Octavio Calzada 151, Ibiza",Ibiza,Illes Balears,España,+34985 440 139,familiagil.empresa@outlook.com,2023-09-29,Plata,38163.02,Activo
813,Individual,Che,Hurtado Alfonso,1971-04-18,Hombre,"Avenida Delia Girona 136, Albacete",Albacete,Albacete,España,+34 964169260,che.hurtado@gmail.com,2024-07-16,Plata,7608.8,Inactivo
814,Individual,Cristina,Barrios Martí,1989-02-18,Mujer,"Calle de Anita Rueda 53, Zamora",Zamora,Zamora,España,+34710879781,cristina.barrios@gmail.com,2021-12-03,Plata,20070.95,Activo
815,Individual,Olalla,Calleja Enríquez,1989-07-11,Hombre,"Pasadizo de Andrés Felipe Nicolás 239, Eibar",Eibar,Guipúzcoa,España,+34972118421,olalla.calleja@welfordbank.es,2023-06-14,Plata,19486.3,Activo
816,Individual,Leonel,Aller Cuadrado,1956-12-31,Hombre,"C. Armida Lobo 242, Vilalba",Vilalba,Lugo,España,+34 888 327 850,leonel.aller@welfordbank.es,2020-03-16,Bronce,27755.65,Activo
817,Individual,Venceslás,Ariza Escudero,1935-09-11,Mujer,"Cañada Carolina Cuesta 239, Huesca",Huesca,Huesca,España,+34 847 174 439,venceslas.ariza@outlook.com,2025-05-13,Bronce,21428.86,Activo
818,Individual,Dafne,Pelayo Cañete,1984-04-24,Hombre,"C. de Aroa Garcés 217, Móstoles",Móstoles,Madrid,España,+34 823 269 627,dafne.pelayo@outlook.com,2023-10-05,Bronce,29947.79,Activo
819,Individual,Susanita,Arévalo Gallart,1935-08-25,Hombre,"Glorieta de Calista Trujillo 63, Zaragoza",Zaragoza,Zaragoza,España,+34972 09 97 39,susanita.arevalo@hotmail.com,2020-12-10,Plata,24741.12,Activo
820,Individual,Luciana,Ramis Fuentes,1955-08-01,Mujer,"Pasaje de María Del Carmen Solana 143, Almuñécar",Almuñécar,Granada,España,+34947 944 713,luciana.ramis@hotmail.com,2021-03-26,Bronce,14112.5,Activo
821,Empresa,Promociones Inteligentes S.Coop.,,1956-07-23,,"Cuesta de Renato Ripoll 14, Albacete",Albacete,Albacete,España,+34910 043 884,promocione.empresa2@hotmail.com,2024-08-13,Bronce,11291.6,Activo
822,Individual,Leoncio,Antón Sevilla,1967-01-25,Mujer,"Ronda de Elvira Valencia 240, Medina del Campo",Medina del Campo,Valladolid,España,+34 807 94 35 92,leoncio.anton@outlook.com,2020-01-01,Bronce,16301.76,Activo
823,Individual,Pelayo,Sobrino Olmo,1979-10-27,Mujer,"Paseo de Félix Daza 36, Irún",Irún,Guipúzcoa,España,+34943524602,pelayo.sobrino@welfordbank.es,2023-08-30,Bronce,17758.28,Activo
824,Individual,Paz,Pastor Jove,1964-10-30,Hombre,"Camino de Raquel Andrés 276, Guardo",Guardo,Palencia,España,+34821 52 65 70,paz.pastor@gmail.com,2020-10-07,Bronce,31179.42,Activo
825,Empresa,Domínguez y Tudela S.L.,,2007-03-09,,"Paseo de Manola Múñiz 150, Puertollano",Puertollano,Ciudad Real,España,+34 717 63 50 35,dominguezy.empresa@outlook.com,2024-04-01,Plata,25712.11,Activo
826,Individual,Eloy,Campoy Pons,1949-09-08,Hombre,"C. Evelia Díaz 52, Arévalo",Arévalo,Ávila,España,+34973 118 232,eloy.campoy@outlook.com,2022-08-28,Bronce,18187.71,Activo
827,Individual,Lucía,Balaguer Barrena,1974-11-01,Mujer,"Vial Inocencio Madrigal 147, Soria",Soria,Soria,España,+34981 211 594,lucia.balaguer@outlook.com,2024-10-18,Bronce,16977.57,Activo
828,Empresa,Supermercados Española S.A.,,1956-09-07,,"Cañada de Jose Luis Donoso 151, Barbastro",Barbastro,Huesca,España,+34 877 470 521,supermerca.empresa1@hotmail.com,2023-11-09,Bronce,12412.23,Activo
829,Individual,Encarna,Cazorla Recio,1978-02-11,Mujer,"Urbanización Eutimio Borrell 64, Pamplona",Pamplona,Navarra,España,+34979 721 593,encarna.cazorla@welfordbank.es,2024-08-21,Plata,21116.69,Activo
830,Individual,Paola,Franch Seguí,2003-07-03,Mujer,"C. Pánfilo Murcia 268, Benavente",Benavente,Zamora,España,+34803 95 15 79,paola.franch@hotmail.com,2023-08-28,Plata,32616.95,Inactivo
831,Individual,Evangelina,Machado Briones,1986-02-23,Mujer,"Paseo Mónica Godoy 278, Teruel",Teruel,Teruel,España,+34971 61 79 36,evangelina.machado@gmail.com,2023-07-22,Plata,21080.0,Activo
832,Empresa,García & Asociados S.Com.,,2001-11-22,,"Camino Ruperta Chaves 108, San Sebastián",San Sebastián,Guipúzcoa,España,+34 987 35 59 07,garciaasoc.empresa@outlook.com,2022-12-18,Bronce,29078.36,Activo
833,Individual,Mariana,Bayón Molina,1943-08-17,Mujer,"C. de Aitana Belda 26, Pamplona",Pamplona,Navarra,España,+34823 387 238,mariana.bayon@hotmail.com,2021-06-16,Oro,18435.72,Activo
834,Individual,Josefina,Osorio Martorell,1991-09-24,Mujer,"Avenida de Jesusa Bustos 285, Teruel",Teruel,Teruel,España,+34 842 49 65 69,josefina.osorio@outlook.com,2022-06-19,Plata,10176.77,Activo
835,Individual,Martirio,Yuste Ortuño,1977-02-24,Hombre,"C. de Arcelia Mas 117, Burgos",Burgos,Burgos,España,+34941 499 692,martirio.yuste@outlook.com,2020-05-09,Platino,15410.76,Inactivo
836,Individual,Carla,Saldaña Cañete,1938-01-19,Mujer,"Ronda Ximena Quintero 11, Azuqueca de Henares",Azuqueca de Henares,Guadalajara,España,+34849 660 312,carla.saldana@hotmail.com,2023-05-12,Oro,16388.98,Activo
837,Empresa,Construcción Grau S.L.,,1976-12-29,,"Cañada Nicolás Pol 36, Ourense",Ourense,Ourense,España,+34984978058,construcci.empresa1@outlook.com,2024-04-18,Bronce,18243.65,Activo
838,Empresa,Despacho Pardo y asociados S.Com.,,2003-06-23,,"Acceso de José Manuel Calderón 207, Irún",Irún,Guipúzcoa,España,+34 846 646 324,despachopa.empresa@welfordbank.es,2020-02-08,Plata,19703.29,Activo
839,Empresa,Transportes DOO S.L.,,2018-09-22,,"Glorieta de Roldán Jiménez 254, Cuenca",Cuenca,Cuenca,España,+34 921710429,transporte.empresa1@hotmail.com,2020-12-28,Plata,5495.57,Activo
840,Empresa,Supermercados IME S.L.,,1960-10-26,,"Paseo de María Ángeles Montoya 31, Cáceres",Cáceres,Cáceres,España,+34948 959 574,supermerca.empresa@welfordbank.es,2025-04-07,Plata,9922.13,Activo
841,Individual,Serafina,Ángel Cepeda,1999-06-17,Mujer,"Cañada de Borja Noriega 120, Pamplona",Pamplona,Navarra,España,+34 854 404 011,serafina.angel@welfordbank.es,2024-05-14,Plata,29588.06,Activo
842,Individual,Isa,Almazán Cuadrado,1950-10-13,Hombre,"Alameda Pastora Royo 195, Melilla",Melilla,Melilla,España,+34 871 880 146,isa.almazan@gmail.com,2023-06-17,Plata,18572.61,Activo
843,Empresa,Finanzas Alfonso & Asociados S.L.N.E,,1963-09-13,,"C. Pastora Andrés 284, Vilalba",Vilalba,Lugo,España,+34 807 161 623,finanzasal.empresa@outlook.com,2022-05-15,Plata,40146.59,Activo
844,Individual,Natividad,Fonseca Mercader,1990-07-27,Hombre,"Calle Carmelita Landa 1, Pamplona",Pamplona,Navarra,España,+34910 215 987,natividad.fonseca@welfordbank.es,2023-01-30,Bronce,17936.34,Activo
845,Individual,Maricela,Capdevila Vargas,1968-08-28,Hombre,"Acceso de Ariadna Gascón 161, Lugo",Lugo,Lugo,España,+34 742 156 893,maricela.capdevila@hotmail.com,2024-09-07,Bronce,17481.5,Activo
846,Empresa,Soluciones KDB S.A.,,1960-02-13,,"Via de Matías Tomás 201, Huesca",Huesca,Huesca,España,+34 705 25 17 01,soluciones.empresa2@hotmail.com,2023-04-16,Bronce,27768.33,Inactivo
847,Individual,Rafael,Noriega Pérez,1946-02-08,Mujer,"Callejón de Ana Núñez 200, Monforte de Lemos",Monforte de Lemos,Lugo,España,+34823029921,rafael.noriega@hotmail.com,2023-10-24,Bronce,18640.33,Activo
848,Individual,Poncio,Casanova Carpio,2005-03-17,Mujer,"Urbanización Rosa María Carnero 94, Huesca",Huesca,Huesca,España,+34 825791552,poncio.casanova@gmail.com,2020-10-25,Bronce,20672.27,Activo
849,Empresa,Arévalo y Bautista S.L.,,1962-04-27,,"Acceso Amaya Rodríguez 144, Verín",Verín,Ourense,España,+34 976021688,arevaloyba.empresa@outlook.com,2022-04-14,Bronce,27275.08,Activo
850,Individual,Roxana,Alfonso Briones,1981-05-19,Hombre,"Cañada de Ángel Martin 270, Pamplona",Pamplona,Navarra,España,+34 724691367,roxana.alfonso@outlook.com,2021-10-15,Bronce,23241.23,Activo
851,Individual,Evangelina,Crespi Castells,1957-07-26,Hombre,"Cuesta de Florencia Cañellas 293, Llodio",Llodio,Álava,España,+34 827437153,evangelina.crespi@outlook.com,2023-08-05,Bronce,14303.12,Activo
852,Individual,Marcial,Bayona Arcos,1942-10-25,Mujer,"Acceso Fermín Marti 81, Oviedo",Oviedo,Asturias,España,+34 847 29 70 24,marcial.bayona@gmail.com,2024-12-28,Bronce,25603.88,Inactivo
853,Empresa,Tecnologías TIO S.Com.,,1966-12-09,,"Cuesta de Leyre Pino 56, Ourense",Ourense,Ourense,España,+34987 188 015,tecnologia.empresa@gmail.com,2023-06-14,Bronce,11456.36,Activo
854,Individual,Flora,Santana Tejera,1946-04-09,Hombre,"Vial Venceslás Madrid 67, Girona",Girona,Girona,España,+34842 392 663,flora.santana@outlook.com,2020-11-21,Oro,28895.18,Activo
855,Individual,Régulo,Valenciano Perea,1981-08-07,Mujer,"Vial de Miriam Verdejo 202, Vilagarcía de Arousa",Vilagarcía de Arousa,Pontevedra,España,+34 988 07 60 08,regulo.valenciano@gmail.com,2022-02-07,Bronce,10736.0,Activo
856,Individual,Nereida,Castro Tamayo,1954-01-22,Mujer,"Callejón de Azucena Mir 282, Lugo",Lugo,Lugo,España,+34 945 246 291,nereida.castro@gmail.com,2020-02-18,Oro,16132.02,Activo
857,Individual,Sergio,Sierra Mata,1975-10-03,Hombre,"Acceso de Nidia Alegre 52, Lucena",Lucena,Córdoba,España,+34 742 43 39 43,sergio.sierra@welfordbank.es,2022-04-04,Bronce,25148.66,Activo
858,Individual,Micaela,Mena Iborra,1965-04-20,Hombre,"Camino de Reina Castellanos 138, Móstoles",Móstoles,Madrid,España,+34 927 468 214,micaela.mena@gmail.com,2024-10-14,Bronce,21855.31,Inactivo
859,Individual,Rolando,Hernandez Bayo,1997-05-16,Mujer,"Callejón de Rosalía Olivé 15, Vitoria-Gasteiz",Vitoria-Gasteiz,Álava,España,+34 822 84 72 17,rolando.hernandez@gmail.com,2022-04-07,Bronce,21406.85,Activo
860,Empresa,Arnal y asociados S.L.N.E,,1982-11-21,,"Vial Flor Gracia 197, Illescas",Illescas,Toledo,España,+34 806 17 42 49,arnalyasoc.empresa@welfordbank.es,2021-02-04,Bronce,22341.96,Activo
861,Individual,Urbano,Hierro Mulet,1973-05-11,Hombre,"Ronda de Paulino Piñeiro 220, Cuéllar",Cuéllar,Segovia,España,+34 841 540 040,urbano.hierro@hotmail.com,2023-03-03,Plata,15530.94,Activo
862,Individual,Teófila,Gutiérrez Cuervo,2002-10-03,Hombre,"Ronda de Nuria Águila 20, Albacete",Albacete,Albacete,España,+34 841 884 298,teofila.gutierrez@outlook.com,2021-11-25,Plata,18062.09,Activo
863,Individual,Florencia,Arias Rodrigo,1952-02-05,Mujer,"Acceso Teófilo Oller 297, Valencia",Valencia,Valencia,España,+34723 610 508,florencia.arias@gmail.com,2020-04-20,Bronce,19334.14,Activo
864,Individual,Yago,Ojeda Azcona,1994-02-22,Hombre,"Paseo de Samu Llabrés 255, Madrid",Madrid,Madrid,España,+34 820091201,yago.ojeda@outlook.com,2022-02-09,Oro,19726.89,Activo
865,Empresa,Banco del Noroeste S.A.,,2015-06-23,,"Plaza de Plinio Bernal 88, Móstoles",Móstoles,Madrid,España,+34814 087 760,bancodelno.empresa@welfordbank.es,2022-09-05,Bronce,29821.34,Inactivo
866,Individual,Teodoro,Iriarte Landa,1935-08-17,Mujer,"Pasadizo Eliana Cordero 27, Aranda de Duero",Aranda de Duero,Burgos,España,+34885 71 29 04,teodoro.iriarte@hotmail.com,2021-10-30,Bronce,13844.69,Activo
867,Individual,Nélida,Castelló Noriega,1972-11-06,Mujer,"Glorieta Jose Angel Hoyos 181, Illescas",Illescas,Toledo,España,+34842 24 11 56,nelida.castello@hotmail.com,2025-04-21,Plata,34101.63,Inactivo
868,Individual,Albano,Jódar Clavero,1978-03-17,Hombre,"Pasadizo Itziar Casas 54, Guadalajara",Guadalajara,Guadalajara,España,+34 946744019,albano.jodar@hotmail.com,2021-05-06,Bronce,2505.56,Activo
869,Individual,Manuela,Gálvez Córdoba,1940-06-05,Mujer,"Glorieta Héctor Artigas 286, Santa Cruz de Tenerife",Santa Cruz de Tenerife,Santa Cruz de Tenerife,España,+34901547300,manuela.galvez@gmail.com,2021-01-10,Plata,25111.02,Inactivo
870,Individual,Samu,Sola Mármol,1962-11-24,Hombre,"Alameda de Marciano Saez 151, Lleida",Lleida,Lleida,España,+34 927 098 534,samu.sola@welfordbank.es,2020-10-23,Bronce,16897.76,Activo
871,Empresa,Luz y asociados S.C.P,,2005-08-22,,"Cuesta de Felipa Cuenca 11, Ceuta",Ceuta,Ceuta,España,+34 922 935 522,luzyasocia.empresa@gmail.com,2021-06-08,Bronce,28865.87,Activo
872,Empresa,Olga Pedrero Padilla S.Coop.,,1985-04-02,,"Vial de Leonel Palmer 136, Irún",Irún,Guipúzcoa,España,+34 800615273,olgapedrer.empresa@outlook.com,2021-07-15,Oro,23102.17,Activo
873,Individual,Jacobo,Coca Perelló,1987-12-30,Hombre,"Rambla de Claudio Prat 68, Ciudad Real",Ciudad Real,Ciudad Real,España,+34883446688,jacobo.coca@gmail.com,2021-12-20,Oro,29350.74,Inactivo
874,Individual,Ambrosio,Osuna Barrera,1978-04-15,Mujer,"Cuesta de Mateo Merino 222, Ponferrada",Ponferrada,León,España,+34 943638311,ambrosio.osuna@hotmail.com,2022-06-22,Plata,24032.87,Activo
875,Individual,Félix,Armengol Bustos,1960-10-30,Hombre,"Plaza Ruy Exposito 38, Haro",Haro,La Rioja,España,+34 827 064 757,felix.armengol@outlook.com,2021-01-20,Plata,20032.25,Activo
876,Individual,Héctor,Gordillo Bustamante,1993-08-17,Mujer,"Paseo César Herrera 7, Oviedo",Oviedo,Asturias,España,+34821890869,hector.gordillo@outlook.com,2022-05-01,Plata,30464.32,Activo
877,Individual,Javiera,Pallarès Cárdenas,1975-01-19,Mujer,"Paseo de Severiano Barranco 151, Villarreal",Villarreal,Castellón,España,+34848739413,javiera.pallares@gmail.com,2020-03-20,Platino,18359.04,Activo
878,Individual,Paola,Escobar Mínguez,1980-03-22,Hombre,"Glorieta Gema Vergara 249, Melilla",Melilla,Melilla,España,+34820 15 79 34,paola.escobar@outlook.com,2022-07-29,Bronce,28340.19,Activo
879,Individual,Matías,Cerro Abella,1991-01-07,Mujer,"Rambla de Dafne Aznar 93, Vilalba",Vilalba,Lugo,España,+34 976 791 044,matias.cerro@hotmail.com,2020-08-27,Plata,23798.06,Activo
880,Individual,Pánfilo,Conesa Maestre,1967-06-02,Mujer,"Pasadizo Seve Villa 271, Santander",Santander,Cantabria,España,+34916 21 99 11,panfilo.conesa@welfordbank.es,2020-10-27,Plata,14404.47,Activo
881,Individual,Samu,Aguiló Lluch,1995-04-20,Mujer,"Callejón Corona Landa 135, Torrent",Torrent,Valencia,España,+34 842 992 811,samu.aguilo@gmail.com,2024-08-02,Bronce,22454.94,Activo
882,Empresa,Minería GGLF S.C.P,,1972-01-02,,"Camino de Sofía Maestre 36, Valladolid",Valladolid,Valladolid,España,+34954819488,mineriaggl.empresa@outlook.com,2022-12-27,Bronce,20292.73,Activo
883,Empresa,Hermanos Cámara S.A.,,1973-10-06,,"Via Régulo Barriga 59, Illescas",Illescas,Toledo,España,+34744 403 972,hermanosca.empresa@hotmail.com,2024-10-01,Bronce,14597.45,Activo
884,Empresa,Suministros DMY S.L.,,1999-09-14,,"Callejón de Gregorio Rozas 178, Móstoles",Móstoles,Madrid,España,+34843 154 704,suministro.empresa1@welfordbank.es,2021-03-04,Bronce,18518.38,Activo
885,Empresa,Toledo & Asociados S.A.,,1993-10-15,,"Via Elba Alonso 249, Laguna de Duero",Laguna de Duero,Valladolid,España,+34 971 56 18 90,toledoasoc.empresa@hotmail.com,2020-07-09,Plata,20630.69,Activo
886,Empresa,Banca Privada Carbajo y asociados S.Com.,,1967-07-14,,"Pasadizo Angelina Burgos 176, Blanes",Blanes,Girona,España,+34822 870 007,bancapriva.empresa@hotmail.com,2024-11-25,Bronce,14346.52,Activo
887,Individual,Cruz,Baeza Molins,1982-09-14,Mujer,"Calle de Montserrat Vall 14, Elche",Elche,Alicante,España,+34954 299 225,cruz.baeza@gmail.com,2022-12-28,Oro,5838.51,Activo
888,Individual,Glauco,Carreño Bertrán,2005-06-29,Hombre,"Pasaje Adela Diego 223, Medina del Campo",Medina del Campo,Valladolid,España,+34855551043,glauco.carreno@outlook.com,2023-08-19,Oro,28789.24,Activo
889,Empresa,Comercial Pintor y asociados S.L.L.,,2006-09-25,,"C. Primitiva Mulet 58, Guardo",Guardo,Palencia,España,+34 885 351 811,comercialp.empresa@outlook.com,2021-05-06,Platino,10259.47,Activo
890,Empresa,Instalaciones IVAL S.Coop.,,1997-06-06,,"Alameda Josefa Bonet 289, Zamora",Zamora,Zamora,España,+34 927091456,instalacio.empresa@hotmail.com,2024-12-14,Bronce,18575.34,Activo
891,Empresa,Desarrollo Bermúdez S.L.L.,,1964-11-04,,"Rambla de Onofre Botella 226, Balaguer",Balaguer,Lleida,España,+34817611670,desarrollo.empresa2@hotmail.com,2023-05-06,Bronce,21719.64,Activo
892,Individual,Lucas,Andres Barco,2002-08-08,Mujer,"Plaza Edelmira Perelló 269, Dos Hermanas",Dos Hermanas,Sevilla,España,+34985552212,lucas.andres@outlook.com,2025-04-28,Oro,10904.34,Activo
893,Individual,Vasco,Iñiguez Ibáñez,1983-08-20,Mujer,"Alameda de Azahar Pino 94, Don Benito",Don Benito,Badajoz,España,+34978 83 10 15,vasco.iniguez@gmail.com,2023-01-20,Bronce,14009.01,Activo
894,Individual,Primitivo,Heredia Sosa,1962-06-21,Hombre,"Pasadizo de Apolinar Quero 238, A Coruña",A Coruña,La Coruña,España,+34 871 40 84 99,primitivo.heredia@gmail.com,2024-06-04,Bronce,26786.68,Activo
895,Individual,Irene,Cañete Roura,1952-05-15,Hombre,"Acceso de Julieta Gilabert 186, Cáceres",Cáceres,Cáceres,España,+34954 120 309,irene.canete@hotmail.com,2020-05-14,Plata,31659.88,Inactivo
896,Individual,Jeremías,Salas Losa,1938-10-19,Mujer,"Paseo de Susana Atienza 23, Tudela",Tudela,Navarra,España,+34871 166 759,jeremias.salas@gmail.com,2021-12-08,Plata,11966.38,Inactivo
897,Individual,Lourdes,Varela Cabezas,1953-05-03,Mujer,"Pasadizo Ale Hidalgo 27, Murcia",Murcia,Murcia,España,+34 985515167,lourdes.varela@welfordbank.es,2021-06-24,Bronce,16754.15,Activo
898,Individual,Joaquina,Cabrera Iñiguez,2004-02-22,Mujer,"Calle de Mónica Pablo 224, Vitoria-Gasteiz",Vitoria-Gasteiz,Álava,España,+34888483387,joaquina.cabrera@outlook.com,2021-09-29,Plata,19434.26,Activo
899,Individual,Irma,Andrés Márquez,1998-07-12,Mujer,"Cuesta de Pepe Mesa 12, Ceuta",Ceuta,Ceuta,España,+34965 03 97 65,irma.andres@gmail.com,2023-11-12,Plata,28901.38,Activo
900,Individual,Arsenio,Hernández Heras,1951-09-05,Hombre,"Pasaje Sol Cortés 154, Ávila",Ávila,Ávila,España,+34871 08 47 63,arsenio.hernandez@gmail.com,2022-11-19,Plata,17651.24,Activo
901,Individual,Olga,Barbero Villegas,1989-08-11,Mujer,"Callejón de Lorena Escribano 293, Alcalá de Henares",Alcalá de Henares,Madrid,España,+34976222593,olga.barbero@gmail.com,2022-12-28,Platino,18442.02,Activo
902,Individual,Malena,Tamayo Marín,1937-07-04,Hombre,"Glorieta de Guadalupe Múgica 80, Alcañiz",Alcañiz,Teruel,España,+34843 646 279,malena.tamayo@hotmail.com,2023-02-10,Plata,32828.42,Activo
903,Empresa,Supermercados Cámara S.L.,,1984-08-06,,"Plaza de Filomena Beltran 11, Don Benito",Don Benito,Badajoz,España,+34986 05 70 86,supermerca.empresa2@hotmail.com,2021-10-16,Plata,8093.01,Activo
904,Individual,José Antonio,Lopez Daza,1998-11-21,Mujer,"Camino Amílcar Ballesteros 19, Santander",Santander,Cantabria,España,+34883699657,joseantonio.lopez@welfordbank.es,2021-10-26,Bronce,8609.07,Activo
905,Empresa,Despacho Escobar & Asociados S.A.,,2016-05-25,,"Plaza de Porfirio Grande 186, Alcañiz",Alcañiz,Teruel,España,+34945281292,despachoes.empresa@outlook.com,2022-06-08,Plata,18490.81,Activo
906,Empresa,Santamaría y asociados S.A.,,1954-03-07,,"Pasaje María Morillo 22, Hellín",Hellín,Albacete,España,+34980 96 19 51,santamaria.empresa@gmail.com,2024-10-27,Plata,24815.3,Activo
907,Empresa,Azucena Alcalde Neira S.L.,,2013-06-23,,"Cuesta de Josué Goñi 166, Avilés",Avilés,Asturias,España,+34843557136,azucenaalc.empresa@welfordbank.es,2020-02-22,Bronce,8647.69,Activo
908,Individual,Cleto,Mármol Abellán,1995-03-10,Hombre,"Cuesta de Tamara Garrido 14, Llodio",Llodio,Álava,España,+34845956712,cleto.marmol@welfordbank.es,2022-06-21,Plata,21095.39,Activo
909,Empresa,Transportes Mayo y asociados S.Coop.,,2002-12-20,,"Vial de Florentina Rodríguez 28, Ceuta",Ceuta,Ceuta,España,+34 981275886,transporte.empresa1@outlook.com,2021-05-15,Bronce,23203.65,Activo
910,Individual,Dalila,Tamayo Cuervo,1966-05-31,Mujer,"Plaza de Dorotea Carbonell 196, Cuenca",Cuenca,Cuenca,España,+34 944730560,dalila.tamayo@welfordbank.es,2020-08-11,Plata,30217.7,Activo
911,Individual,Luz,Arroyo Mateu,1973-07-21,Mujer,"Paseo de Renato Mármol 284, Azuqueca de Henares",Azuqueca de Henares,Guadalajara,España,+34927 04 10 21,luz.arroyo@welfordbank.es,2025-05-02,Bronce,17164.2,Activo
912,Individual,Sigfrido,Company Zaragoza,1985-12-19,Hombre,"Ronda de Joel Castell 140, Tudela",Tudela,Navarra,España,+34826 180 894,sigfrido.company@gmail.com,2022-10-03,Plata,27801.55,Activo
913,Individual,Miriam,Escolano Balaguer,1953-12-17,Hombre,"Pasaje de Isaac Gomez 278, Arona",Arona,Santa Cruz de Tenerife,España,+34981389663,miriam.escolano@welfordbank.es,2022-09-05,Plata,21297.59,Activo
914,Individual,Miguela,Alegria Carbajo,2004-07-19,Mujer,"Urbanización de Susanita Trujillo 42, Motril",Motril,Granada,España,+34981433816,miguela.alegria@welfordbank.es,2021-10-04,Plata,16075.9,Activo
915,Individual,Lucho,Pozuelo Girona,1978-09-14,Hombre,"Cañada Leyre Sánchez 7, Avilés",Avilés,Asturias,España,+34981 495 086,lucho.pozuelo@gmail.com,2025-01-19,Bronce,19522.3,Activo
916,Individual,Anastasio,Alemán Asenjo,1973-05-29,Mujer,"Cañada Bautista Pozuelo 13, Reus",Reus,Tarragona,España,+34943 298 107,anastasio.aleman@hotmail.com,2020-12-20,Oro,26718.98,Activo
917,Empresa,Corral y Santos S.A.,,1983-06-29,,"Via Alicia Pera 106, Getafe",Getafe,Madrid,España,+34983 188 618,corralysan.empresa@welfordbank.es,2021-08-19,Plata,31189.38,Activo
918,Individual,Adelardo,Jódar Riera,1937-02-15,Hombre,"Pasaje de Asdrubal Cobos 19, Andújar",Andújar,Jaén,España,+34844 665 132,adelardo.jodar@welfordbank.es,2022-09-03,Bronce,22845.62,Activo
919,Individual,Victor,Mayoral Casal,1975-11-28,Hombre,"Calle de Angélica Castell 114, Blanes",Blanes,Girona,España,+34 886 23 87 34,victor.mayoral@gmail.com,2022-06-21,Oro,10235.0,Activo
920,Individual,Dorita,Arellano Roca,1955-04-29,Hombre,"Ronda Bernardino Amor 51, Teruel",Teruel,Teruel,España,+34 671 582 603,dorita.arellano@hotmail.com,2021-05-11,Oro,3835.94,Activo
921,Individual,Patricia,Bayona Lamas,1998-09-07,Hombre,"Plaza Ainara Corbacho 72, Lleida",Lleida,Lleida,España,+34843811978,patricia.bayona@gmail.com,2023-10-31,Plata,22262.72,Activo
922,Individual,Belén,Morales Acuña,2004-12-26,Mujer,"Urbanización Nico Saez 244, Zaragoza",Zaragoza,Zaragoza,España,+34987877805,belen.morales@hotmail.com,2020-12-13,Bronce,21735.76,Activo
923,Individual,Domingo,Fortuny Pedrero,2002-12-10,Hombre,"Cañada de Dalila Gordillo 279, Utrera",Utrera,Sevilla,España,+34 807 718 566,domingo.fortuny@hotmail.com,2022-09-05,Bronce,26228.92,Activo
924,Individual,Ramiro,Arnaiz Bayona,1935-03-19,Hombre,"Avenida de Abraham Lillo 201, Andújar",Andújar,Jaén,España,+34947990064,ramiro.arnaiz@welfordbank.es,2023-04-25,Bronce,18595.65,Activo
925,Empresa,Palau y Diaz S.Coop.,,1956-03-08,,"Urbanización de Sonia Cisneros 138, Plasencia",Plasencia,Cáceres,España,+34901 102 999,palauydiaz.empresa@gmail.com,2022-10-29,Bronce,19605.32,Activo
926,Empresa,Manufacturas Integrales S.L.,,1962-10-30,,"Urbanización de Griselda Poza 294, Ponferrada",Ponferrada,León,España,+34880 501 043,manufactur.empresa1@outlook.com,2022-02-16,Bronce,16007.79,Activo
927,Individual,Victor Manuel,Enríquez Casals,1942-04-03,Mujer,"Pasaje Simón Escrivá 34, Zaragoza",Zaragoza,Zaragoza,España,+34981 060 623,victormanuel.enriquez@gmail.com,2020-11-07,Bronce,11154.42,Activo
928,Individual,Arcelia,Peñas Parra,1955-04-30,Mujer,"Ronda de Soledad Ramis 289, Elche",Elche,Alicante,España,+34736 189 621,arcelia.penas@gmail.com,2024-10-28,Bronce,20526.31,Activo
929,Empresa,Banca Privada Pedrero S.Coop.,,1980-05-27,,"Urbanización Godofredo Doménech 188, Zaragoza",Zaragoza,Zaragoza,España,+34945 71 68 61,bancapriva.empresa1@hotmail.com,2022-06-02,Bronce,8958.4,Activo
930,Empresa,Céspedes & Asociados S.A.,,1977-12-18,,"Glorieta de Horacio Segura 248, Alicante",Alicante,Alicante,España,+34 826076462,cespedesas.empresa@gmail.com,2020-11-05,Plata,15729.06,Activo
